	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Unnamed: 43
CEuNi	0.012393109431156277																											
CaLiLuOP	0.012393109431156277																											
BiNdO	0.012393109431156277	0.14475271411338964		0.02224941595283124	0.011957431543704412			0.026849241508927372								0.010903936321011885								0.05685048322910744				
CdCeCuDyOPbSr	0.012393109431156277																											
NaOPScSi	0.012393109431156277																									0.010399334442595673		
EuGeIr	0.012393109431156277																			0.009856100926473488								
AlErGe	0.012393109431156277												0.011753643629525152				0.013137151865475564	0.011547344110854504		0.009856100926473488				0.009475080538184574		0.010399334442595673		
CNdO	0.012393109431156277					0.013239772275916854							0.023507287259050304	0.011305822498586773													0.05159958720330237	
AuDyIn	0.012393109431156277						0.011602274045712959																					
CoCrGdP	0.012393109431156277																											
HMnY	0.012393109431156277	0.012062726176115802	0.09149130832570906	0.0556235398820781	0.03587229463111324		0.023204548091425917	0.013424620754463686	0.02291213197388017	0.07578628268283441						0.010903936321011885	0.013137151865475564											
GaGdRh	0.012393109431156277																					0.008677542519958347						
MnMoOSm	0.012393109431156277																											
AlCeY	0.012393109431156277	0.024125452352231604	0.0343092406221409				0.011602274045712959																					
InNbOPbYb	0.012393109431156277																											
CClHLiOPY	0.012393109431156277																											
BrCuHHoN	0.012393109431156277																											
CHNaNdO	0.012393109431156277				0.023914863087408825					0.025262094227611467						0.010903936321011885		0.03464203233256351		0.009856100926473488					0.009707795359673818		0.010319917440660475	
CrFeSm	0.012393109431156277	0.012062726176115802						0.08054772452678212																				
BFeNdSi	0.012393109431156277		0.09149130832570906		0.04782972617481765				0.08019246190858059					0.011305822498586773														
AlBaCuEuOTi	0.012393109431156277																											
CuErOReSr	0.012393109431156277																											
CoDyFe	0.012393109431156277		0.011436413540713633	0.02224941595283124	0.04782972617481765				0.05728032993470042	0.037893141341417205	0.04803073967339097	0.046414481318171275									0.02863961813842482							
CHOPSiSm	0.012393109431156277				0.03587229463111324	0.07943863365550113	0.011602274045712959																					
CHLuNS	0.012393109431156277	0.012062726176115802		0.01112470797641562		0.03971931682775057		0.04027386226339106	0.02291213197388017			0.011603620329542819	0.011753643629525152	0.011305822498586773			0.0394114555964267	0.03464203233256351	0.1092896174863388		0.00954653937947494	0.026032627559875045	0.00941265060240964		0.009707795359673818			
CHLuNP	0.012393109431156277											0.011603620329542819	0.011753643629525152	0.03391746749576032		0.08723149056809508		0.011547344110854504	0.02185792349726776	0.03942440370589395		0.03471017007983339	0.00941265060240964	0.018950161076369147	0.038831181438695274	0.020798668885191347		
BCHOYb	0.012393109431156277	0.012062726176115802	0.011436413540713633	0.03337412392924686	0.023914863087408825			0.026849241508927372	0.02291213197388017	0.012631047113805733	0.012007684918347743	0.011603620329542819	0.011753643629525152				0.0394114555964267	0.023094688221709007		0.009856100926473488			0.01882530120481928	0.009475080538184574	0.009707795359673818			
CCuFGdHNOP	0.012393109431156277					0.013239772275916854		0.013424620754463686																				
CHNNaOYb	0.012393109431156277			0.01112470797641562	0.011957431543704412		0.046409096182851835		0.02291213197388017	0.025262094227611467	0.012007684918347743	0.023207240659085637	0.04701457451810061	0.0791407574901074	0.010657572205051688	0.010903936321011885	0.0788229111928534		0.02185792349726776	0.019712201852946976	0.00954653937947494	0.017355085039916694		0.009475080538184574	0.038831181438695274	0.020798668885191347	0.02063983488132095	
CoDyGa	0.012393109431156277		0.09149130832570906						0.09164852789552068		0.012007684918347743	0.03481086098862845			0.05328786102525845	0.010903936321011885						0.008677542519958347		0.02842524161455372	0.009707795359673818			
ErN	0.012393109431156277			0.08899766381132496											0.03197271661515507													
ErP	0.012393109431156277			0.01112470797641562											0.021315144410103376													
BNiY	0.012393109431156277			0.01112470797641562	0.011957431543704412			0.013424620754463686																				
GdN	0.012393109431156277	0.012062726176115802	0.33165599268069534		0.011957431543704412							0.03481086098862845		0.011305822498586773														
LaNaOPSi	0.012393109431156277																											
BaCaCuGdO	0.012393109431156277	0.024125452352231604	0.08005489478499542		0.011957431543704412						0.012007684918347743																	
GdP	0.012393109431156277		0.011436413540713633							0.08841732979664013																		
CClHLaNOZn	0.012393109431156277	0.012062726176115802			0.011957431543704412				0.02291213197388017		0.012007684918347743	0.011603620329542819	0.03526093088857546		0.03197271661515507	0.010903936321011885		0.023094688221709007	0.04371584699453552	0.009856100926473488		0.008677542519958347	0.00941265060240964	0.018950161076369147				
CaClCuOTm	0.012393109431156277																											
CCeClHNOS	0.012393109431156277	0.012062726176115802		0.03337412392924686										0.011305822498586773		0.02180787264202377			0.02185792349726776		0.00954653937947494		0.01882530120481928					
BCErNiPt	0.012393109431156277													0.03391746749576032														
CHLiNYb	0.012393109431156277											0.011603620329542819																
BrCHNOY	0.012393109431156277		0.011436413540713633	0.01112470797641562											0.05328786102525845		0.02627430373095113	0.011547344110854504	0.0546448087431694	0.009856100926473488	0.01909307875894988	0.026032627559875045	0.00941265060240964	0.018950161076369147	0.019415590719347637	0.010399334442595673	0.010319917440660475	
CuGeLa	0.012393109431156277				0.011957431543704412									0.011305822498586773														
BCErNiPd	0.012393109431156277																											
CaClCuGdO	0.012393109431156277																											
CuDyOPSr	0.012393109431156277																											
CCeHKNORu	0.012393109431156277																											
AuCGdHNO	0.012393109431156277																0.02627430373095113	0.011547344110854504	0.02185792349726776							0.010399334442595673	0.010319917440660475	
BaCaCuOTm	0.012393109431156277																											
ErKOPRb	0.012393109431156277																											
PrRhSb	0.012393109431156277													0.011305822498586773														
CeOPTb	0.012393109431156277								0.02291213197388017	0.012631047113805733				0.06783493499152064					0.01092896174863388									
BFeNdPr	0.012393109431156277	0.08443908323281062		0.02224941595283124		0.06619886137958426	0.034806822137138885		0.011456065986940085	0.05052418845522293	0.012007684918347743			0.03391746749576032		0.010903936321011885				0.08870490833826139			0.00941265060240964					
NiSiTm	0.012393109431156277		0.011436413540713633							0.012631047113805733		0.011603620329542819							0.04371584699453552									
HKOWY	0.012393109431156277																											
CeCuP	0.012393109431156277	0.024125452352231604					0.011602274045712959																					
AuErIn	0.012393109431156277							0.013424620754463686																				
CoGaSc	0.012393109431156277																				0.00954653937947494			0.009475080538184574			0.0412796697626419	
ClHKNdO	0.012393109431156277																											
BaCaCoCuOYb	0.012393109431156277																											
CuInSc	0.012393109431156277										0.012007684918347743														0.009707795359673818			
CHNSTb	0.012393109431156277	0.012062726176115802		0.01112470797641562							0.012007684918347743	0.011603620329542819	0.011753643629525152	0.011305822498586773	0.010657572205051688		0.02627430373095113	0.011547344110854504		0.029568302779420463				0.009475080538184574	0.019415590719347637	0.020798668885191347		
CuGeNd	0.012393109431156277										0.012007684918347743						0.013137151865475564											
BaCoOPrSr	0.012393109431156277									0.012631047113805733					0.010657572205051688											0.020798668885191347	0.11351909184726522	
BCCeIr	0.012393109431156277																											
CHOPYb	0.012393109431156277	0.024125452352231604	0.09149130832570906	0.03337412392924686						0.025262094227611467	0.024015369836695485		0.023507287259050304			0.010903936321011885	0.02627430373095113		0.04371584699453552	0.019712201852946976	0.03818615751789976	0.008677542519958347	0.01882530120481928			0.010399334442595673	0.030959752321981428	
NaOSmTi	0.012393109431156277	0.012062726176115802																										
BaEuOPd	0.012393109431156277																											
CdCeCuErNdOPbSr	0.012393109431156277																											
AlGdTi	0.012393109431156277																											
CuLaLiO	0.012393109431156277		0.011436413540713633		0.03587229463111324		0.046409096182851835																					
HILaLiO	0.012393109431156277																											
CoGaTb	0.012393109431156277	0.012062726176115802	0.10292772186642268					0.053698483017854744	0.04582426394776034	0.025262094227611467	0.012007684918347743	0.046414481318171275				0.010903936321011885						0.008677542519958347		0.42637862421830586	0.019415590719347637	0.03119800332778702		
CuEuKS	0.012393109431156277																											
AlBiFeOY	0.012393109431156277							0.013424620754463686																				
HoKOPRb	0.012393109431156277																											
BrCHNOSSm	0.012393109431156277																0.013137151865475564										0.030959752321981428	
CHNNaOWY	0.012393109431156277																											
CHINOY	0.012393109431156277		0.011436413540713633	0.02224941595283124	0.011957431543704412				0.03436819796082025			0.046414481318171275		0.011305822498586773	0.021315144410103376							0.017355085039916694	0.00941265060240964					
HLaNbO	0.012393109431156277																0.02627430373095113				0.00954653937947494			0.009475080538184574				
CeSnZn	0.012393109431156277									0.012631047113805733								0.023094688221709007										
FeGdSmTi	0.012393109431156277																											
CHHoNOS	0.012393109431156277	0.03618817852834741	0.022872827081427266		0.03587229463111324	0.013239772275916854	0.046409096182851835	0.013424620754463686	0.02291213197388017	0.012631047113805733	0.03602305475504323	0.011603620329542819		0.11305822498586772	0.05328786102525845	0.010903936321011885		0.011547344110854504	0.0546448087431694	0.04928050463236743	0.06682577565632458	0.06942034015966678	0.028237951807228913	0.02842524161455372	0.04853897679836909	0.051996672212978365	0.02063983488132095	
CHNSTm	0.012393109431156277	0.012062726176115802	0.011436413540713633	0.01112470797641562							0.012007684918347743	0.011603620329542819		0.011305822498586773			0.013137151865475564								0.009707795359673818	0.010399334442595673		
AlDyGe	0.012393109431156277															0.05451968160505943	0.013137151865475564	0.011547344110854504		0.009856100926473488		0.008677542519958347		0.009475080538184574				
ClHHo	0.012393109431156277						0.023204548091425917																					
CeOSiTbY	0.012393109431156277																				0.05727923627684964							
CDyMn	0.012393109431156277																			0.009856100926473488								
BaEuFOZr	0.012393109431156277																											
CaFeOVY	0.012393109431156277						0.023204548091425917										0.013137151865475564							0.09475080538184574				
AsCoGdW	0.012393109431156277																											
CeHKOW	0.012393109431156277				0.011957431543704412						0.012007684918347743																	
CClFHNaNdO																					0.00954653937947494							
BDyFeOTi					0.011957431543704412																							
CeCoFeSbYb										0.11367942402425162	0.024015369836695485			0.03391746749576032								0.008677542519958347						
BEuLiOScTb																						0.10413051023950018						
BaCuTbTe																				0.009856100926473488								
CClCrHNOSm																		0.023094688221709007		0.009856100926473488								
CeLaMoNdNiPr								0.013424620754463686																				
PbPr								0.013424620754463686													0.00954653937947494							
CaCuGdOSrTl				0.01112470797641562																								
BiClErOYb																				0.0788488074117879							0.010319917440660475	
CoGaHTb																										0.020798668885191347		
BrCHNOPSTb																							0.00941265060240964					
BaCuLaOPSr		0.012062726176115802																										
BCClHLuNSi							0.023204548091425917																					
GePdYb					0.011957431543704412			0.013424620754463686		0.012631047113805733											0.00954653937947494			0.009475080538184574				
CClFeHLaNOP														0.011305822498586773														
CCaClHNNaOYb										0.012631047113805733																		
AsNdOU						0.013239772275916854																						
CoFeHoNdTb																				0.04928050463236743								
CClCoDyFHNOS																				0.029568302779420463							0.010319917440660475	
CCrNdO		0.012062726176115802		0.02224941595283124																								
CClDyEuHO															0.010657572205051688													
BiCGdHNOS																							0.00941265060240964					
HInYb																								0.009475080538184574				
AsNdOW			0.011436413540713633																									
BLiNdORb																					0.00954653937947494							
EuHKNaOSiW																										0.010399334442595673		
CeGdOSiY						0.013239772275916854									0.05328786102525845													
DyFRb									0.011456065986940085											0.009856100926473488								
CClFeHLaNOS					0.011957431543704412							0.023207240659085637																
CoOScSr									0.04582426394776034				0.058768218147625756													0.020798668885191347		
BiEuFeNiO																										0.06239600665557404		
CoLaN				0.01112470797641562																								
BaCeFLi					0.011957431543704412																							
NdOPbTiZr		0.07237635705669482										0.058018101647714086			0.03197271661515507													
CsGdOSb								0.013424620754463686																				
LuNaOTeZn																										0.010399334442595673		
CoLaP									0.04582426394776034							0.010903936321011885												
CDyHKO									0.02291213197388017									0.023094688221709007	0.01092896174863388		0.02863961813842482			0.018950161076369147				
GdSSiZn																								0.009475080538184574				
CeMnOPdPr																										0.010399334442595673		
CGeHHoNO																0.010903936321011885						0.008677542519958347						
CeCoFeMnO																											0.030959752321981428	
CRuY						0.013239772275916854																						
BiCaCeNbO																											0.010319917440660475	
AsCCsHNaOWYb														0.022611644997173545														
BOsY												0.011603620329542819																
CaHLaNaOPSi					0.011957431543704412																							
DyLiMgMnO															0.010657572205051688													
BCeGaLuO																									0.10678574895641199			
CGeHHoNS																			0.01092896174863388									
FeGaNdSm					0.0837020208059309																							
ErHTe																								0.009475080538184574				
CoLaV		0.060313630880579006													0.04263028882020675													
EuHNbOS													0.023507287259050304			0.010903936321011885												
CClFHNORuSYb									0.011456065986940085						0.010657572205051688													
AlSmV			0.011436413540713633																									
BaCaNiOY			0.011436413540713633					0.013424620754463686																				
AsLaMgSi																						0.008677542519958347						
BiNaOSmSrTi																										0.04159733777038269		
ClGdHLuO																								0.009475080538184574				
BaCuErOPSr		0.08443908323281062																										
CFeGdHNNiO																			0.02185792349726776	0.019712201852946976		0.008677542519958347				0.010399334442595673		
DyRuTe														0.022611644997173545														
BaErOSnTi																				0.04928050463236743								
DySiZr																							0.00941265060240964					
FGdNaTmYYb															0.03197271661515507													
DyGaOTi																										0.010399334442595673		
AsBHNaOSmW						0.013239772275916854																						
FeHoNiO																0.010903936321011885												
FeMoPr				0.02224941595283124																								
FGdKLi									0.011456065986940085																			
CCuHNNaNdO													0.011753643629525152															
AsCGdHNSe															0.010657572205051688													
DyOPU						0.013239772275916854																						
CFHLiNdOSSi											0.024015369836695485																	
DyOPV																							0.03765060240963856					
EuGeOSiSr																								0.11370096645821488				
DyOPW																			0.01092896174863388									
DyGdKOPTm																						0.05206525511975009						
AsCHNNaNdOW																						0.017355085039916694						
BrPPr				0.01112470797641562																								
CCuHLaNOSiW														0.011305822498586773								0.008677542519958347						
DyOPY																0.010903936321011885	0.013137151865475564											
BaGdHoOZn																					0.00954653937947494							
CFHNOPdSY																											0.02063983488132095	
CoFeLaSb		0.03618817852834741			0.011957431543704412	0.052959089103667416			0.011456065986940085	0.05052418845522293					0.010657572205051688							0.008677542519958347						
CHINSTb																								0.009475080538184574				
ClCsNaSmY			0.011436413540713633	0.01112470797641562																								
CCeHKOSbW			0.011436413540713633																									
CClHSY				0.01112470797641562				0.04027386226339106																				
CeNiZn												0.011603620329542819										0.008677542519958347						
BFeInNd								0.013424620754463686																				
BaCoLaOZn										0.012631047113805733										0.009856100926473488								
ErLaOTmYb																		0.023094688221709007										
EuHNPTe													0.011753643629525152															
AsGdNiO															0.010657572205051688													
ClCsPr											0.012007684918347743																	
CHKNaNiOPrSbW																						0.008677542519958347						
CeNiZr												0.023207240659085637																
CEuGeHNOSe																0.010903936321011885	0.013137151865475564											
CEuGdHNOP																						0.008677542519958347			0.009707795359673818			
GeLaMg														0.022611644997173545		0.010903936321011885	0.02627430373095113		0.06557377049180328					0.009475080538184574				
CCdEuHO																			0.02185792349726776			0.008677542519958347						
BaEuMgOSiZn															0.0959181498454652													
BaCoLaOZr																								0.009475080538184574				
CoFeLaSi								0.053698483017854744	0.011456065986940085	0.05052418845522293	0.012007684918347743	0.023207240659085637	0.04701457451810061	0.022611644997173545	0.1065757220505169			0.011547344110854504	0.01092896174863388	0.009856100926473488		0.03471017007983339				0.010399334442595673		
CuHoMoOSr														0.022611644997173545														
BBrCDyHOSi																									0.009707795359673818			
CaCeLuMgOScSi																	0.09196006305832896											
BaIrLuORu										0.012631047113805733																		
CEuGdHNOS					0.011957431543704412													0.06928406466512702										
AsFeOSm					0.011957431543704412									0.05652911249293386	0.0852605776404135													
PtSiTb														0.011305822498586773								0.008677542519958347						
HoOSiTmYYb																0.04361574528404754												
CeHNOP													0.023507287259050304											0.009475080538184574				
CeOTeV													0.03526093088857546															
CClHSc			0.011436413540713633					0.013424620754463686				0.011603620329542819	0.03526093088857546				0.013137151865475564											
BiCDyHKO																											0.010319917440660475	
CEuGdHKNO																			0.01092896174863388									
CEuGdHNOW																	0.013137151865475564											
CeNNbO																										0.010399334442595673		
AlBiCaCuOPbSrY		0.012062726176115802		0.01112470797641562																								
OPSc																	0.013137151865475564						0.00941265060240964					
AlCeLaMgMnO																0.010903936321011885												
AlBEuNaO														0.011305822498586773														
CeHNOW					0.011957431543704412																							
BiOPrTaTiW												0.011603620329542819																
BiErFGeOPb													0.07052186177715092															
BCClHLiNOSiY									0.011456065986940085	0.012631047113805733																		
NPPr																					0.01909307875894988							
CHIOSYb				0.01112470797641562		0.026479544551833708			0.011456065986940085											0.009856100926473488								
EuLaNbO													0.011753643629525152		0.010657572205051688													
CeLaPRu				0.1112470797641562																								
CeLaMgOPSr																					0.00954653937947494							
CEuHMoOP																								0.009475080538184574				
CuGdLaOPbSr			0.011436413540713633																									
BaCaCuLaNdOSr					0.03587229463111324																							
PtSiTm														0.011305822498586773														
CaGdHoMoOYb																						0.03471017007983339						
EuHfMoORb													0.011753643629525152															
BCCoCuErNi		0.012062726176115802																										
CClHSm		0.03618817852834741	0.011436413540713633		0.011957431543704412		0.09281819236570367															0.008677542519958347		0.009475080538184574				
EuFNdO											0.04803073967339097																	
BrCCuFGdHNO																					0.01909307875894988							
CHNOScSeSi																											0.010319917440660475	
BiCaEuMoNaOY																0.09813542688910697												
HOPTaTmW																							0.00941265060240964					
GeNdTi				0.01112470797641562																								
OPSm								0.04027386226339106																		0.020798668885191347		
AgSiYb															0.03197271661515507													
CaCdCeCuOSrY			0.0343092406221409																									
CoEuFeLiO											0.012007684918347743																	
CClCrHNOTb																		0.011547344110854504										
BEuLiOSiSr																	0.013137151865475564											
BCHNSmTe					0.04782972617481765																							
CoGeMnPr							0.08121591831999071																					
CeLiMnO								0.013424620754463686																				
BaDyOZr						0.013239772275916854											0.05254860746190226											
BBiCaEuKOY																										0.07279534109816972		
ClCsEuNaY				0.01112470797641562													0.013137151865475564											
CHOPdYb														0.022611644997173545											0.009707795359673818			
LaMnNdOPb				0.01112470797641562			0.034806822137138885		0.011456065986940085				0.023507287259050304			0.010903936321011885												
BaSeTm														0.011305822498586773														
CuGdRbSe					0.023914863087408825																							
BHoSi								0.013424620754463686		0.025262094227611467	0.03602305475504323																	
CaLaMnOPb			0.0343092406221409			0.026479544551833708						0.058018101647714086			0.010657572205051688							0.017355085039916694			0.029123386079021457			
CGdHISi																				0.009856100926473488								
DyIRb						0.013239772275916854																						
CEuHLiNO						0.013239772275916854					0.012007684918347743		0.04701457451810061	0.011305822498586773					0.04371584699453552				0.01882530120481928				0.010319917440660475	
CrGdNdOTi																							0.00941265060240964					
CHINOPSiY														0.03391746749576032	0.021315144410103376		0.013137151865475564	0.09237875288683603										
CHLaLiNOSSi											0.012007684918347743																0.02063983488132095	
AsBrCEuHO																			0.01092896174863388									
ErNSi		0.024125452352231604	0.011436413540713633	0.01112470797641562																								
CClCrHNOTm																				0.009856100926473488								
CEuHLiNS																0.010903936321011885												
O												0.0696217219772569																
CaLaMnOPrSr								0.013424620754463686				0.2088651659317707				0.010903936321011885												
GdGeHOU																		0.011547344110854504										
EuKNaOSi								0.013424620754463686																				
CCeHOPPu																0.010903936321011885												
BaLaOSiTi												0.058018101647714086																
BCHNY		0.012062726176115802									0.03602305475504323		0.011753643629525152		0.11723329425556857	0.13084723585214264	0.09196006305832896	0.10392609699769054	0.06557377049180328	0.029568302779420463	0.02863961813842482					0.010399334442595673		
CEuHINOSi																							0.00941265060240964					
CCoGdHNOP											0.012007684918347743	0.046414481318171275	0.011753643629525152			0.04361574528404754	0.05254860746190226	0.03464203233256351		0.019712201852946976	0.07637231503579953	0.04338771259979174		0.018950161076369147	0.009707795359673818	0.010399334442595673	0.030959752321981428	
BaErOTeZn																						0.04338771259979174						
BaLaOSiTm																								0.05685048322910744				
CCoGdHNOS																			0.01092896174863388						0.038831181438695274	0.010399334442595673		
CeLaNiSi												0.03481086098862845	0.058768218147625756															
CaLaMnOPr		0.012062726176115802	0.022872827081427266	0.1112470797641562	0.2152337677866794	0.03971931682775057	0.16243183663998143	0.08054772452678212	0.1489288578302211	0.07578628268283441	0.04803073967339097	0.058018101647714086		0.011305822498586773	0.010657572205051688		0.0394114555964267	0.08083140877598152		0.009856100926473488	0.00954653937947494	0.008677542519958347	0.00941265060240964	0.009475080538184574	0.04853897679836909	0.010399334442595673		
ClNaOPbPrTeZn										0.05052418845522293																		
AgGaY			0.011436413540713633							0.05052418845522293																		
BCFHLuNSi													0.023507287259050304			0.03271180896303566		0.011547344110854504					0.028237951807228913					
CrFeLaNiOSr																								0.04737540269092287				
AsFeHKLaNaOW																				0.009856100926473488								
CEuHIKNO																			0.01092896174863388									
BrCeMoO																		0.011547344110854504										
FeGaNdTi											0.09606147934678194																	
BCeFeNd																				0.06899270648531441	0.06682577565632458	0.14751822283929192		0.018950161076369147	0.009707795359673818	0.010399334442595673		
BCHNd			0.011436413540713633		0.03587229463111324				0.011456065986940085									0.011547344110854504										
CuLuP		0.012062726176115802																										
CoDyNaOW																						0.008677542519958347						
EuFOTmY																		0.011547344110854504										
GeLaNO														0.011305822498586773														
BrCHNOTbY																								0.04737540269092287				
MnPbTeYb					0.023914863087408825																							
CuRbSeSm					0.011957431543704412																							
CGdHSi		0.012062726176115802		0.01112470797641562			0.0580113702285648											0.023094688221709007		0.019712201852946976						0.010399334442595673		
OsPrRuSb											0.03602305475504323	0.058018101647714086	0.011753643629525152															
PPrZn				0.01112470797641562																								
BCsEuNaOPY																									0.04853897679836909			
CuLuS												0.011603620329542819					0.013137151865475564											
BrCHLaLiNO										0.012631047113805733												0.008677542519958347						
BLuO			0.022872827081427266						0.011456065986940085							0.010903936321011885	0.0394114555964267		0.01092896174863388	0.03942440370589395		0.008677542519958347			0.019415590719347637			
CsGdOTi											0.012007684918347743																	
BCeFeNi																							0.09412650602409639					
AlCeGeNi							0.011602274045712959																					
CGeHHoOW																				0.009856100926473488								
BaCuHoLaO			0.011436413540713633				0.0580113702285648																					
BLiNdOSr																				0.009856100926473488								
BCFHNSiYb																		0.011547344110854504			0.00954653937947494			0.009475080538184574				
BLuS																0.010903936321011885												
FLaLiOS				0.01112470797641562																								
NdOPbZr																				0.04928050463236743								
CClFGdHNOPZn																							0.00941265060240964					
DyErGdNdOPrS																										0.010399334442595673		
OTaTb										0.012631047113805733								0.011547344110854504							0.009707795359673818			
CoEuGdO													0.10578279266572638															
ErMnNdO																0.04361574528404754												
AsCHLaNOS																				0.009856100926473488								
BaGdLiMnOSb																							0.00941265060240964					
BCClDyFeHNOS																	0.013137151865475564											
CFHNOSScSi																		0.023094688221709007			0.02863961813842482							
BiCHINOTb																	0.013137151865475564											
AsFeOTb													0.023507287259050304	0.03391746749576032														
CaHfOSc																									0.009707795359673818			
CHLaPSSi																										0.010399334442595673		
CuFeOScSr					0.011957431543704412																							
GeLaNb																							0.01882530120481928					
BaCuEuLaOSrTh								0.013424620754463686																				
CGdHORb																					0.01909307875894988							
OSSc									0.011456065986940085																			
BaLuMnOSi																								0.009475080538184574				
BCoCuDyFeNbNd										0.012631047113805733																		
OTaTm										0.012631047113805733																		
AlInOScW		0.012062726176115802																										
CDyHLi																0.010903936321011885												
ClOPrTeW												0.011603620329542819																
AlCoFeLaPr														0.011305822498586773														
OPTmYYb														0.04522328999434709										0.009475080538184574		0.010399334442595673		
CCuEuHINO														0.011305822498586773	0.010657572205051688	0.02180787264202377		0.011547344110854504	0.02185792349726776	0.009856100926473488	0.00954653937947494	0.017355085039916694	0.00941265060240964	0.009475080538184574	0.009707795359673818			
CeCuHgNdOPbSr		0.012062726176115802																										
FeNdSiTi					0.023914863087408825																							
OPrSbZn		0.012062726176115802																										
CoFeLaTi			0.08005489478499542																									
CeLuRu		0.012062726176115802																										
CeCuNdORuSrY											0.04803073967339097	0.011603620329542819																
CFHNOPdTb																		0.011547344110854504										
InLaMgOSr						0.013239772275916854																						
CClHTb					0.011957431543704412		0.046409096182851835																					
CErFHLiO																										0.010399334442595673		
OSSm					0.011957431543704412		0.011602274045712959																					
BaCaEuNSiSr																						0.017355085039916694						
SnYb				0.01112470797641562		0.013239772275916854																						
CeHNPS													0.023507287259050304															
BrCCeHLiNO																		0.023094688221709007										
CCeClFFeHNOS																						0.008677542519958347						
BaCaEuLiMoO												0.011603620329542819																
BrCCeHLiNP																									0.019415590719347637			
CEuHKNSi																			0.01092896174863388			0.008677542519958347						
ClFeLaNbO							0.011602274045712959																					
FeGdMnOY																				0.03942440370589395								
BCFHoN																						0.008677542519958347						
BaBiLaOPb				0.0556235398820781																								
BaFeNdNiO																							0.00941265060240964					
CDyHNOSeSn												0.011603620329542819								0.009856100926473488								
CGdHORu													0.023507287259050304									0.008677542519958347						
ClHLaNOPt													0.011753643629525152															
EuHKLuOSbW							0.023204548091425917																					
BiCeLiNaNbOW																				0.04928050463236743								
CClErHLiNOS																										0.03119800332778702		
CClHTm							0.046409096182851835					0.023207240659085637										0.008677542519958347						
HLaNiVZr						0.013239772275916854																						
BiCaFeLaOTi																										0.010399334442595673		
GdIZn													0.011753643629525152															
CsEuGdMoO																			0.0546448087431694									
OPTm									0.011456065986940085					0.022611644997173545														
BCClFHOY															0.010657572205051688													
CeLaOSrZn																							0.00941265060240964					
CsCuLaOV									0.011456065986940085							0.010903936321011885												
BrCGdH																0.010903936321011885												
CCeClCoCrHOP													0.011753643629525152															
AlCeZr														0.011305822498586773														
CeLiMoO																		0.011547344110854504										
AlErLuO						0.013239772275916854																						
BrCGdK		0.024125452352231604																										
CuGdRbTe						0.013239772275916854																						
GaInSYb																									0.009707795359673818			
EuKNaOTa														0.022611644997173545														
CuLaOOsSr																										0.010399334442595673		
LaNbOPrTi															0.06394543323031014													
CsSeYZn							0.011602274045712959																					
BCClHNSc				0.01112470797641562			0.034806822137138885											0.011547344110854504				0.008677542519958347	0.01882530120481928					
CEuHLiOP		0.012062726176115802																										
CEuHINOTb																								0.04737540269092287				
BBrCHOSiSm											0.012007684918347743																	
BCHLaNOSi									0.011456065986940085		0.012007684918347743				0.010657572205051688	0.14175117217315453					0.00954653937947494	0.008677542519958347						
CaGaLuS										0.012631047113805733																		
BeOSiY							0.023204548091425917																					
CEuHLiOS									0.011456065986940085		0.012007684918347743																	
AlCHIPr																											0.010319917440660475	
OSmSnTaTi															0.010657572205051688													
CdMoOSm																	0.013137151865475564											
CoOPrSnTa									0.03436819796082025																			
BBiCY				0.01112470797641562																								
AlCeFeLa																									0.019415590719347637			
AlFeNdV								0.053698483017854744																				
BaCeCoOSm																					0.00954653937947494							
GeNaSYb																				0.009856100926473488								
AuCFHNNdOP													0.011753643629525152															
CGeHOTmW																				0.009856100926473488								
AlFeNdY									0.04582426394776034																			
BCClHNSm		0.012062726176115802	0.022872827081427266			0.013239772275916854							0.011753643629525152		0.010657572205051688													
CEuHKNaOSiW																0.010903936321011885			0.01092896174863388									
AlCHILiNOYb																							0.00941265060240964					
CuRbSeTb																											0.010319917440660475	
BBaCdCuOSrY		0.09650180940892641																										
CeErOPYYb															0.010657572205051688													
CClHOPSYb											0.012007684918347743																	
CoMnNdOSm									0.011456065986940085																			
BLiNdOTe															0.010657572205051688													
AgLaMoOPr															0.05328786102525845													
LuOScSi												0.09282896263634255																
BaOPRbTm										0.012631047113805733																		
CCrFGaHoLiOSiYb																						0.008677542519958347						
BiCaDyO																					0.00954653937947494							
FeLiOY											0.012007684918347743																	
CClNSY																										0.010399334442595673		
BaCuLaOOs																										0.010399334442595673		
DyFTh		0.012062726176115802																										
CoMnNdOSr				0.03337412392924686		0.052959089103667416		0.013424620754463686		0.037893141341417205												0.017355085039916694				0.020798668885191347	0.010319917440660475	
BaCoSbSrYb															0.06394543323031014		0.013137151865475564											
ClCsOSmTe																				0.009856100926473488								
DyNaOTeZn																										0.010399334442595673		
CFHLuNOSi																										0.010399334442595673		
CFHLuOPS					0.023914863087408825		0.011602274045712959	0.013424620754463686				0.011603620329542819										0.008677542519958347		0.009475080538184574				
ErKNaNbOPr																				0.029568302779420463								
AlEuLiOSr																								0.02842524161455372				
CCuGeHLuNOW																								0.009475080538184574				
BEuOZn																			0.01092896174863388									
CuRbSeTm																											0.010319917440660475	
HoKOPWYYb																		0.011547344110854504										
CGaHNSm														0.011305822498586773				0.011547344110854504										
CFHMoNOPSSc																						0.008677542519958347						
