	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
Cl	4.250836534886603	4.041013268998793	6.255718206770357	5.095116253198354	5.835226593327754	4.9781543757447375	7.889546351084813	6.041079339508658	7.079848779928972	5.305039787798409	5.595581171950048	5.476908795544209	7.698636577338975	5.132843414358394	6.6609826281573055	3.81637771235416	6.660535995796112	8.04849884526559	7.081967213114754	7.224521979105066	6.233890214797136	5.735855605692468	6.4664909638554215	5.79874928936896	8.581691097951655	5.657237936772046	6.697626418988648
Al	4.102119221712728	6.525934861278648	4.654620311070448	3.0481699855378794	3.348080832237235	3.6806566927048854	3.817148161039564	5.06108202443281	3.895062435559629	3.776683087027915	5.259365994236311	4.537015548851241	5.230371415138693	5.698134539287733	4.646701481402536	4.808635917566241	5.557015239096164	3.0138568129330254	4.972677595628415	4.878769958604376	4.486873508353222	5.067684831655675	4.263930722891566	6.547280651885541	5.688768080768857	6.821963394342761	5.42827657378741
Dy	3.879043251951915	4.258142340168878	3.408051235132662	3.2039158972076978	3.9818247040535693	3.1245862571163774	2.7381366747882585	3.1010873942811115	3.780501775690228	3.7135278514588856	3.2901056676272815	4.188906938964957	3.702397743300423	3.9118145845110233	4.380262176276244	4.79773198124523	6.25328428796637	6.362586605080832	6.590163934426229	7.382219593928642	7.369928400954653	7.150295036445678	8.763177710843372	7.760090960773167	8.368119600038831	8.381863560732112	8.452012383900929
Eu	3.4700706407237574	4.897466827503016	6.644556267154621	4.57225497830682	7.114671768504126	7.24215543492652	6.508875739644971	7.021076654584508	6.655974338412189	8.184918529746115	9.666186359269933	8.888373172429798	11.730136342266102	12.583380440927078	12.586592774166045	13.313706247955512	15.396741986337362	14.780600461893764	16.207650273224044	17.504435245416914	15.780429594272077	17.363762582436653	15.813253012048193	15.520181921546333	17.270167944859722	16.41014975041597	17.8328173374613
Bi	3.259387780394101	2.448733413751508	2.8819762122598354	1.8912003559906552	2.4751883295468136	2.025685158215279	1.8911706694512125	2.2687609075043627	1.3289036544850499	2.033598585322723	1.8011527377521614	1.9378045950336504	2.6680771039022098	3.832673827020916	2.600447618032612	4.6995965543561224	3.4944823962165	1.7551963048498844	3.092896174863388	3.656613443721664	3.217183770883055	4.425546685178757	5.101656626506024	5.713473564525298	3.9801960974662656	5.522046589018303	5.366357069143446
Yb	3.2346015615317887	2.8106151990349817	3.888380603842635	3.3485371009011016	3.7546335047231856	4.88547596981332	5.081796032022276	5.530943750839039	6.358116622751747	4.724011620563345	5.931796349663785	6.254351357623579	4.560413728255759	6.579988694177502	7.3217521048705105	5.680950823247192	6.2926957435627955	7.3094688221709	6.0109289617486334	5.2434456928838955	6.023866348448688	7.523429364803888	5.741716867469879	6.983134356642032	5.310164061741578	7.1443427620632285	7.048503611971105
Tb	3.123063576651382	4.2219541616405305	3.7625800548947854	3.5599065524529983	3.65897405237355	3.1245862571163774	4.0607959159995355	4.6046449187810445	4.02107916141597	4.610332196539093	5.391450528338136	5.627755859828267	5.265632346027268	5.630299604296213	4.678674198017692	5.9317413586304655	7.55386232264845	9.445727482678985	8.666666666666668	10.339049871870689	9.374701670644392	9.736202707393266	9.535015060240964	9.579306424104605	11.037763323949132	8.787437603993345	8.586171310629515
Ga	3.011525591770975	1.72496984318456	3.1678865507776757	1.7910779842029145	2.7980389812268323	2.7671124056666225	2.4248752755540086	3.074238152772184	2.0506358116622754	2.526209422761147	1.8611911623439	1.8101647714086795	2.2566995768688294	1.9898247597512722	1.57732068634765	1.602878639188747	2.233315817130846	0.41570438799076215	1.8360655737704918	1.399566331559235	2.243436754176611	1.3103089205137106	2.0613704819277108	3.0320257722190638	2.5919813610329094	3.4733777038269547	2.693498452012384
Ti	2.9371669351840377	4.752714113389626	3.0649588289112533	1.9579486038491487	3.922037546335047	3.879253276843638	4.826546003016592	4.067660088602497	4.318936877076411	3.978779840848806	5.283381364073007	2.9357159433743325	3.05594734367654	4.816280384397965	3.6235745497175746	4.841347726529277	3.3236994219653178	1.8129330254041571	2.7868852459016393	2.7104277547802087	3.8186157517899764	4.408191600138841	4.1227409638554215	3.771082054197461	2.99970876613921	4.003743760399335	3.4262125902992775
Na	2.9123807163217252	2.0386007237635706	2.0013723696248857	2.1136945155189677	1.5185938060504605	1.8932874354561102	2.2044320686854624	2.5506779433481004	2.783824034826441	3.0188202601995706	2.437560038424592	2.0306335576699928	2.926657263751763	4.0474844544940645	2.845571778748801	4.198015483589576	5.044666316342617	5.831408775981524	5.038251366120218	3.3806426177804063	5.202863961813843	5.900728913571676	5.901731927710843	4.945992040932349	6.455683914183089	5.761231281198003	6.357069143446853
